ymdhm,수위,유량,해발표고
2022-06-15 0:00,0.83,336.96,2.9
2022-06-15 0:10,0.82,378.55,2.89
2022-06-15 0:20,0.81,453.61,2.88
2022-06-15 0:30,0.8,486.53,2.87
2022-06-15 0:40,0.79,477.46,2.86
2022-06-15 0:50,0.78,472.6,2.85
2022-06-15 1:00,0.77,459.4,2.84
2022-06-15 1:10,0.77,380.05,2.84
2022-06-15 1:20,0.77,329.93,2.84
2022-06-15 1:30,0.77,283.99,2.84
2022-06-15 1:40,0.76,229.37,2.83
2022-06-15 1:50,0.76,216.86,2.83
2022-06-15 2:00,0.75,208.23,2.82
2022-06-15 2:10,0.75,204.06,2.82
2022-06-15 2:20,0.75,237.38,2.82
2022-06-15 2:30,0.75,258.2,2.82
2022-06-15 2:40,0.75,329,2.82
2022-06-15 2:50,0.74,353.48,2.81
2022-06-15 3:00,0.74,349.32,2.81
2022-06-15 3:10,0.74,345.16,2.81
2022-06-15 3:20,0.73,373.74,2.8
2022-06-15 3:30,0.72,364.91,2.79
2022-06-15 3:40,0.72,352.47,2.79
2022-06-15 3:50,0.71,327.12,2.78
2022-06-15 4:00,0.71,310.56,2.78
2022-06-15 4:10,0.71,256.73,2.78
2022-06-15 4:20,0.7,223.28,2.77
2022-06-15 4:30,0.7,239.82,2.77
2022-06-15 4:40,0.7,256.36,2.77
2022-06-15 4:50,0.7,277.04,2.77
2022-06-15 5:00,0.7,281.17,2.77
2022-06-15 5:10,0.7,285.31,2.77
2022-06-15 5:20,0.69,334.44,2.76
2022-06-15 5:30,0.69,317.93,2.76
2022-06-15 5:40,0.69,301.41,2.76
2022-06-15 5:50,0.68,309.23,2.75
2022-06-15 6:00,0.68,276.24,2.75
2022-06-15 6:10,0.68,284.49,2.75
2022-06-15 6:20,0.67,292.31,2.74
2022-06-15 6:30,0.67,255.26,2.74
2022-06-15 6:40,0.67,247.03,2.74
2022-06-15 6:50,0.66,259.01,2.73
2022-06-15 7:00,0.66,222,2.73
2022-06-15 7:10,0.66,242.56,2.73
2022-06-15 7:20,0.66,217.89,2.73
2022-06-15 7:30,0.75,-33.32,2.82
2022-06-15 7:40,0.89,-964.22,2.96
2022-06-15 7:50,1.02,-1518.08,3.09
2022-06-15 8:00,1.12,-1898.53,3.19
2022-06-15 8:10,1.19,-2058.26,3.26
