ymdhm,수위,유량,해발표고
2022-07-13 0:00,0.99,848.5,3.06
2022-07-13 0:10,0.99,874.35,3.06
2022-07-13 0:20,0.98,817.22,3.05
2022-07-13 0:30,0.94,667.27,3.01
2022-07-13 0:40,0.94,628.77,3.01
2022-07-13 0:50,0.93,619.36,3
2022-07-13 1:00,0.92,592.9,2.99
2022-07-13 1:10,0.91,613.37,2.98
2022-07-13 1:20,0.93,482.67,3
2022-07-13 1:30,0.93,435.69,3
2022-07-13 1:40,0.93,474.13,3
2022-07-13 1:50,0.93,499.76,3
2022-07-13 2:00,0.93,546.74,3
2022-07-13 2:10,0.92,558.78,2.99
2022-07-13 2:20,0.92,656.89,2.99
2022-07-13 2:30,0.93,687.7,3
2022-07-13 2:40,0.93,700.51,3
2022-07-13 2:50,0.93,691.97,3
2022-07-13 3:00,0.93,666.34,3
2022-07-13 3:10,0.93,691.97,3
2022-07-13 3:20,0.93,717.6,3
2022-07-13 3:30,0.93,704.79,3
2022-07-13 3:40,0.93,649.26,3
2022-07-13 3:50,0.94,624.5,3.01
2022-07-13 4:00,0.94,637.33,3.01
2022-07-13 4:10,0.94,603.11,3.01
2022-07-13 4:20,0.94,603.11,3.01
2022-07-13 4:30,0.94,675.83,3.01
2022-07-13 4:40,0.94,722.88,3.01
2022-07-13 4:50,0.94,710.05,3.01
2022-07-13 5:00,0.94,710.05,3.01
2022-07-13 5:10,0.95,723.88,3.02
2022-07-13 5:20,0.95,758.15,3.02
2022-07-13 5:30,0.95,685.33,3.02
2022-07-13 5:40,0.95,672.48,3.02
2022-07-13 5:50,0.95,672.48,3.02
2022-07-13 6:00,1.14,-8.79,3.21
2022-07-13 6:10,1.27,-845.61,3.34
2022-07-13 6:20,1.38,-1248.48,3.45
2022-07-13 6:30,1.47,-1589.47,3.54
2022-07-13 6:40,1.57,-1922.03,3.64
2022-07-13 6:50,1.65,-2003,3.72
2022-07-13 7:00,1.72,-2186.97,3.79
2022-07-13 7:10,1.9,-1863.31,3.97
2022-07-13 7:20,2.03,-1351.05,4.1
2022-07-13 7:30,2.14,-1194.37,4.21
2022-07-13 7:40,2.23,-1035.63,4.3
2022-07-13 7:50,2.29,-717.44,4.36
2022-07-13 8:00,2.35,-271.61,4.42
2022-07-13 8:10,2.39,139.02,4.46
2022-07-13 8:20,2.41,510.95,4.48
2022-07-13 8:30,2.41,872.22,4.48
2022-07-13 8:40,2.4,1211.42,4.47
2022-07-13 8:50,2.33,1676.9,4.4
2022-07-13 9:00,2.26,1997.6,4.33
2022-07-13 9:10,2.2,2094.02,4.27
2022-07-13 9:20,2.14,2103.89,4.21
2022-07-13 9:30,2.11,2091.27,4.18
2022-07-13 9:40,2.06,1935.05,4.13
2022-07-13 9:50,2.01,1874.05,4.08
2022-07-13 10:00,1.96,1755,4.03
2022-07-13 10:10,1.92,1658.77,3.99
2022-07-13 10:20,1.89,1705.92,3.96
2022-07-13 10:30,1.85,1668.49,3.92
2022-07-13 10:40,1.82,1657.44,3.89
2022-07-13 10:50,1.79,1622.48,3.86
2022-07-13 11:00,1.76,1668.81,3.83
2022-07-13 11:10,1.73,1671.99,3.8
2022-07-13 11:20,1.7,1684.57,3.77
2022-07-13 11:30,1.68,1699.17,3.75
2022-07-13 11:40,1.66,1737.21,3.73
2022-07-13 11:50,1.64,1718.69,3.71
2022-07-13 12:00,1.6,1686.53,3.67
