ymdhm,수위,유량,해발표고
2022-06-01 0:00,0.67,8.23,2.74
2022-06-01 0:10,0.67,28.82,2.74
2022-06-01 0:20,0.67,12.35,2.74
2022-06-01 0:30,0.67,53.52,2.74
2022-06-01 0:40,0.67,107.04,2.74
2022-06-01 0:50,0.67,218.21,2.74
2022-06-01 1:00,0.67,296.43,2.74
2022-06-01 1:10,0.67,329.37,2.74
2022-06-01 1:20,0.66,374.12,2.73
2022-06-01 1:30,0.65,365.37,2.72
2022-06-01 1:40,0.64,377.14,2.71
2022-06-01 1:50,0.64,319.75,2.71
2022-06-01 2:00,0.63,266.08,2.7
2022-06-01 2:10,0.63,233.33,2.7
2022-06-01 2:20,0.62,212.56,2.69
2022-06-01 2:30,0.62,147.15,2.69
2022-06-01 2:40,0.62,94.01,2.69
2022-06-01 2:50,0.62,102.19,2.69
2022-06-01 3:00,0.61,106.12,2.68
2022-06-01 3:10,0.61,118.37,2.68
2022-06-01 3:20,0.61,126.53,2.68
2022-06-01 3:30,0.61,126.53,2.68
2022-06-01 3:40,0.61,159.19,2.68
2022-06-01 3:50,0.61,167.35,2.68
2022-06-01 4:00,0.61,183.68,2.68
2022-06-01 4:10,0.6,211.94,2.67
2022-06-01 4:20,0.59,264.55,2.66
2022-06-01 4:30,0.59,244.2,2.66
2022-06-01 4:40,0.59,248.27,2.66
2022-06-01 4:50,0.59,207.57,2.66
2022-06-01 5:00,0.58,215.4,2.65
2022-06-01 5:10,0.58,178.82,2.65
2022-06-01 5:20,0.58,130.05,2.65
2022-06-01 5:30,0.58,130.05,2.65
2022-06-01 5:40,0.57,142.04,2.64
2022-06-01 5:50,0.56,145.88,2.63
2022-06-01 6:00,0.56,166.15,2.63
2022-06-01 6:10,0.56,141.83,2.63
2022-06-01 6:20,0.55,145.67,2.62
2022-06-01 6:30,0.55,157.81,2.62
2022-06-01 6:40,0.56,170.2,2.63
2022-06-01 6:50,0.57,259.73,2.64
2022-06-01 7:00,0.57,284.07,2.64
2022-06-01 7:10,0.58,349.51,2.65
2022-06-01 7:20,0.58,321.06,2.65
2022-06-01 7:30,0.58,329.19,2.65
2022-06-01 7:40,0.58,382.02,2.65
2022-06-01 7:50,0.58,357.64,2.65
2022-06-01 8:00,0.58,357.64,2.65
2022-06-01 8:10,0.58,329.19,2.65
2022-06-01 8:20,0.59,293.04,2.66
2022-06-01 8:30,0.68,235.01,2.75
2022-06-01 8:40,0.82,-222.92,2.89
2022-06-01 8:50,0.89,-530.96,2.96
2022-06-01 9:00,0.93,-935.44,3
2022-06-01 9:10,0.95,-1383.52,3.02
2022-06-01 9:20,1,-1483.7,3.07
2022-06-01 9:30,1.02,-1505.1,3.09
2022-06-01 9:40,1.07,-1537.24,3.14
2022-06-01 9:50,1.15,-1171.06,3.22
2022-06-01 10:00,1.22,-919.96,3.29
2022-06-01 10:10,1.25,-731.8,3.32
2022-06-01 10:20,1.28,-524.17,3.35
2022-06-01 10:30,1.29,-323,3.36
2022-06-01 10:40,1.28,-26.88,3.35
2022-06-01 10:50,1.25,249.88,3.32
2022-06-01 11:00,1.22,453.32,3.29
2022-06-01 11:10,1.18,707.26,3.25
2022-06-01 11:20,1.13,838.6,3.2
2022-06-01 11:30,1.11,866.97,3.18
2022-06-01 11:40,1.1,808.94,3.17
2022-06-01 11:50,1.08,693.36,3.15
2022-06-01 12:00,1.06,534.9,3.13
2022-06-01 12:10,1,565.01,3.07
2022-06-01 12:20,0.98,451.62,3.05
2022-06-01 12:30,0.95,295.55,3.02
2022-06-01 12:40,0.94,222.42,3.01
2022-06-01 12:50,0.93,286.19,3
2022-06-01 13:00,0.93,333.17,3
2022-06-01 13:10,0.92,405.22,2.99
2022-06-01 13:20,0.89,382.29,2.96
2022-06-01 13:30,0.87,398.16,2.94
2022-06-01 13:40,0.85,405.49,2.92
2022-06-01 13:50,0.83,421.2,2.9
2022-06-01 14:00,0.82,416.4,2.89
2022-06-01 14:10,0.8,461.36,2.87
2022-06-01 14:20,0.78,384.77,2.85
2022-06-01 14:30,0.77,467.75,2.84
2022-06-01 14:40,0.75,387.3,2.82
2022-06-01 14:50,0.78,163.11,2.85
2022-06-01 15:00,0.76,133.45,2.83
2022-06-01 15:10,0.76,170.99,2.83
2022-06-01 15:20,0.75,145.76,2.82
2022-06-01 15:30,0.73,182.72,2.8
2022-06-01 15:40,0.7,202.61,2.77
2022-06-01 15:50,0.73,224.24,2.8
2022-06-01 16:00,0.73,245.01,2.8
2022-06-01 16:10,0.73,332.21,2.8
2022-06-01 16:20,0.72,315.15,2.79
2022-06-01 16:30,0.71,265.01,2.78
2022-06-01 16:40,0.7,227.42,2.77
2022-06-01 16:50,0.69,255.99,2.76
2022-06-01 17:00,0.68,214.4,2.75
2022-06-01 17:10,0.68,222.64,2.75
2022-06-01 17:20,0.66,234.34,2.73
2022-06-01 17:30,0.66,201.45,2.73
2022-06-01 17:40,0.67,189.39,2.74
2022-06-01 17:50,0.67,160.57,2.74
2022-06-01 18:00,0.65,139.58,2.72
2022-06-01 18:10,0.65,180.63,2.72
2022-06-01 18:20,0.65,147.79,2.72
2022-06-01 18:30,0.64,155.78,2.71
2022-06-01 18:40,0.63,147.37,2.7
2022-06-01 18:50,0.63,184.21,2.7
2022-06-01 19:00,0.63,229.24,2.7
2022-06-01 19:10,0.63,200.58,2.7
2022-06-01 19:20,0.62,220.73,2.69
2022-06-01 19:30,0.61,224.49,2.68
2022-06-01 19:40,0.62,212.56,2.69
2022-06-01 19:50,0.61,232.66,2.68
2022-06-01 20:00,0.6,158.96,2.67
2022-06-01 20:10,0.6,195.64,2.67
2022-06-01 20:20,0.6,175.26,2.67
2022-06-01 20:30,0.6,191.56,2.67
2022-06-01 20:40,0.6,158.96,2.67
2022-06-01 20:50,0.59,146.52,2.66
2022-06-01 21:00,0.59,146.52,2.66
2022-06-01 21:10,0.6,85.59,2.67
2022-06-01 21:20,0.67,-218.21,2.74
2022-06-01 21:30,0.71,-401.66,2.78
2022-06-01 21:40,0.73,-436.03,2.8
2022-06-01 21:50,0.74,-519.82,2.81
2022-06-01 22:00,0.75,-503.91,2.82
2022-06-01 22:10,0.76,-504.62,2.83
2022-06-01 22:20,0.76,-492.11,2.83
2022-06-01 22:30,0.8,-201.32,2.87
2022-06-01 22:40,0.81,109.2,2.88
2022-06-01 22:50,0.8,331.34,2.87
2022-06-01 23:00,0.75,533.06,2.82
2022-06-01 23:10,0.74,698.64,2.81
2022-06-01 23:20,0.73,643.66,2.8
2022-06-01 23:30,0.73,664.43,2.8
2022-06-01 23:40,0.71,637.68,2.78
2022-06-01 23:50,0.7,479.64,2.77
2022-06-02 0:00,0.7,384.54,2.77
2022-06-02 0:10,0.7,186.07,2.77
2022-06-02 0:20,0.69,45.42,2.76
2022-06-02 0:30,0.68,-,2.75
2022-06-02 0:40,0.68,-53.6,2.75
2022-06-02 0:50,0.68,24.74,2.75
2022-06-02 1:00,0.68,37.11,2.75
2022-06-02 1:10,0.68,65.97,2.75
2022-06-02 1:20,0.68,148.43,2.75
2022-06-02 1:30,0.68,255.63,2.75
2022-06-02 1:40,0.68,255.63,2.75
2022-06-02 1:50,0.66,357.67,2.73
2022-06-02 2:00,0.65,377.69,2.72
2022-06-02 2:10,0.65,307.9,2.72
2022-06-02 2:20,0.64,368.95,2.71
2022-06-02 2:30,0.64,303.35,2.71
2022-06-02 2:40,0.63,253.8,2.7
2022-06-02 2:50,0.63,221.05,2.7
2022-06-02 3:00,0.62,175.77,2.69
2022-06-02 3:10,0.62,122.63,2.69
2022-06-02 3:20,0.62,118.54,2.69
2022-06-02 3:30,0.62,143.07,2.69
2022-06-02 3:40,0.62,138.98,2.69
2022-06-02 3:50,0.61,159.19,2.68
2022-06-02 4:00,0.61,126.53,2.68
2022-06-02 4:10,0.61,191.84,2.68
2022-06-02 4:20,0.61,204.09,2.68
2022-06-02 4:30,0.61,236.74,2.68
2022-06-02 4:40,0.6,228.25,2.67
2022-06-02 4:50,0.59,227.92,2.66
2022-06-02 5:00,0.59,223.85,2.66
2022-06-02 5:10,0.59,187.22,2.66
2022-06-02 5:20,0.58,166.63,2.65
2022-06-02 5:30,0.58,150.37,2.65
2022-06-02 5:40,0.58,105.67,2.65
2022-06-02 5:50,0.58,93.47,2.65
2022-06-02 6:00,0.57,81.16,2.64
2022-06-02 6:10,0.57,117.69,2.64
2022-06-02 6:20,0.57,117.69,2.64
2022-06-02 6:30,0.57,109.57,2.64
2022-06-02 6:40,0.56,129.67,2.63
2022-06-02 6:50,0.56,166.15,2.63
2022-06-02 7:00,0.56,145.88,2.63
2022-06-02 7:10,0.56,153.99,2.63
2022-06-02 7:20,0.55,133.53,2.62
2022-06-02 7:30,0.55,161.86,2.62
2022-06-02 7:40,0.54,157.58,2.61
2022-06-02 7:50,0.54,137.38,2.61
2022-06-02 8:00,0.54,137.38,2.61
2022-06-02 8:10,0.54,117.18,2.61
2022-06-02 8:20,0.54,109.1,2.61
2022-06-02 8:30,0.54,113.14,2.61
2022-06-02 8:40,0.55,145.67,2.62
2022-06-02 8:50,0.6,403.51,2.67
2022-06-02 9:00,0.61,485.72,2.68
2022-06-02 9:10,0.71,178.05,2.78
2022-06-02 9:20,0.79,-221.98,2.86
2022-06-02 9:30,0.84,-472.41,2.91
2022-06-02 9:40,0.89,-739.09,2.96
2022-06-02 9:50,0.93,-837.2,3
2022-06-02 10:00,0.98,-941.96,3.05
2022-06-02 10:10,1.01,-1114.31,3.08
2022-06-02 10:20,1.09,-1082.94,3.16
2022-06-02 10:30,1.13,-847.38,3.2
2022-06-02 10:40,1.17,-790.18,3.24
2022-06-02 10:50,1.19,-624.12,3.26
2022-06-02 11:00,1.21,-337.31,3.28
2022-06-02 11:10,1.21,-119.83,3.28
2022-06-02 11:20,1.2,146.27,3.27
2022-06-02 11:30,1.18,397.84,3.25
2022-06-02 11:40,1.14,397.84,3.21
2022-06-02 11:50,1.1,878.91,3.17
2022-06-02 12:00,1.07,862.25,3.14
2022-06-02 12:10,1.04,806.67,3.11
2022-06-02 12:20,1.01,820.62,3.08
2022-06-02 12:30,0.99,732.21,3.06
2022-06-02 12:40,0.97,575.56,3.04
2022-06-02 12:50,0.94,384.96,3.01
2022-06-02 13:00,0.92,315.65,2.99
2022-06-02 13:10,0.9,204.17,2.97
2022-06-02 13:20,0.88,229.05,2.95
2022-06-02 13:30,0.86,219.95,2.93
2022-06-02 13:40,0.85,299.9,2.92
2022-06-02 13:50,0.83,290.63,2.9
2022-06-02 14:00,0.82,269.19,2.89
2022-06-02 14:10,0.79,288.99,2.86
2022-06-02 14:20,0.79,356,2.86
2022-06-02 14:30,0.77,350.82,2.84
2022-06-02 14:40,0.75,387.3,2.82
2022-06-02 14:50,0.74,478.24,2.81
2022-06-02 15:00,0.73,406.96,2.8
2022-06-02 15:10,0.72,402.23,2.79
2022-06-02 15:20,0.71,256.73,2.78
2022-06-02 15:30,0.69,260.12,2.76
2022-06-02 15:40,0.68,173.17,2.75
2022-06-02 15:50,0.69,140.38,2.76
2022-06-02 16:00,0.7,132.32,2.77
2022-06-02 16:10,0.69,144.51,2.76
2022-06-02 16:20,0.68,127.81,2.75
2022-06-02 16:30,0.68,119.57,2.75
2022-06-02 16:40,0.68,111.32,2.75
2022-06-02 16:50,0.67,119.4,2.74
2022-06-02 17:00,0.66,152.11,2.73
2022-06-02 17:10,0.67,259.38,2.74
2022-06-02 17:20,0.67,259.38,2.74
2022-06-02 17:30,0.66,263.12,2.73
2022-06-02 17:40,0.65,238.11,2.72
2022-06-02 17:50,0.64,291.06,2.71
2022-06-02 18:00,0.63,212.86,2.7
2022-06-02 18:10,0.63,167.83,2.7
2022-06-02 18:20,0.61,204.09,2.68
2022-06-02 18:30,0.61,187.76,2.68
2022-06-02 18:40,0.61,110.21,2.68
2022-06-02 18:50,0.61,8.16,2.68
2022-06-02 19:00,0.61,-8.16,2.68
2022-06-02 19:10,0.61,8.16,2.68
