ymdhm,수위,유량,해발표고
2022-06-01 0:00,2.83,-,2.76
2022-06-01 0:10,2.84,-,2.77
2022-06-01 0:20,2.84,-,2.77
2022-06-01 0:30,2.84,-,2.77
2022-06-01 0:40,2.85,-,2.78
2022-06-01 0:50,2.86,-,2.79
2022-06-01 1:00,2.86,-,2.79
2022-06-01 1:10,2.85,-,2.78
2022-06-01 1:20,2.84,-,2.77
2022-06-01 1:30,2.82,-,2.75
2022-06-01 1:40,2.81,-,2.74
2022-06-01 1:50,2.81,-,2.74
2022-06-01 2:00,2.8,-,2.73
2022-06-01 2:10,2.8,-,2.73
2022-06-01 2:20,2.79,-,2.72
2022-06-01 2:30,2.79,-,2.72
2022-06-01 2:40,2.79,-,2.72
2022-06-01 2:50,2.79,-,2.72
2022-06-01 3:00,2.79,-,2.72
2022-06-01 3:10,2.79,-,2.72
2022-06-01 3:20,2.79,-,2.72
2022-06-01 3:30,2.79,-,2.72
2022-06-01 3:40,2.79,-,2.72
2022-06-01 3:50,2.79,-,2.72
2022-06-01 4:00,2.79,-,2.72
2022-06-01 4:10,2.78,-,2.71
2022-06-01 4:20,2.77,-,2.7
2022-06-01 4:30,2.77,-,2.7
2022-06-01 4:40,2.77,-,2.7
2022-06-01 4:50,2.77,-,2.7
2022-06-01 5:00,2.77,-,2.7
2022-06-01 5:10,2.77,-,2.7
2022-06-01 5:20,2.77,-,2.7
2022-06-01 5:30,2.77,-,2.7
2022-06-01 5:40,2.77,-,2.7
2022-06-01 5:50,2.77,-,2.7
2022-06-01 6:00,2.77,-,2.7
2022-06-01 6:10,2.77,-,2.7
2022-06-01 6:20,2.77,-,2.7
2022-06-01 6:30,2.77,-,2.7
2022-06-01 6:40,2.77,-,2.7
2022-06-01 6:50,2.77,-,2.7
2022-06-01 7:00,2.77,-,2.7
2022-06-01 7:10,2.77,-,2.7
2022-06-01 7:20,2.77,-,2.7
2022-06-01 7:30,2.77,-,2.7
2022-06-01 7:40,2.77,-,2.7
2022-06-01 7:50,2.77,-,2.7
2022-06-01 8:00,2.77,-,2.7
2022-06-01 8:10,2.77,-,2.7
2022-06-01 8:20,2.78,-,2.71
2022-06-01 8:30,2.79,-,2.72
2022-06-01 8:40,2.87,-,2.8
2022-06-01 8:50,2.96,-,2.89
2022-06-01 9:00,2.97,-,2.9
2022-06-01 9:10,3.02,-,2.95
2022-06-01 9:20,3.06,-,2.99
2022-06-01 9:30,3.11,-,3.04
2022-06-01 9:40,3.24,-,3.17
2022-06-01 9:50,3.33,-,3.26
2022-06-01 10:00,3.39,-,3.32
2022-06-01 10:10,3.44,-,3.37
2022-06-01 10:20,3.48,-,3.41
2022-06-01 10:30,3.51,-,3.44
2022-06-01 10:40,3.51,-,3.44
2022-06-01 10:50,3.48,-,3.41
2022-06-01 11:00,3.45,-,3.38
2022-06-01 11:10,3.4,-,3.33
2022-06-01 11:20,3.34,-,3.27
2022-06-01 11:30,3.29,-,3.22
2022-06-01 11:40,3.26,-,3.19
2022-06-01 11:50,3.23,-,3.16
2022-06-01 12:00,3.21,-,3.14
2022-06-01 12:10,3.18,-,3.11
2022-06-01 12:20,3.14,-,3.07
2022-06-01 12:30,3.13,-,3.06
