ymdhm,수위,유량,해발표고
2022-06-15 0:00,3.01,-,2.94
2022-06-15 0:10,3.01,-,2.94
2022-06-15 0:20,3,-,2.93
2022-06-15 0:30,2.98,-,2.91
2022-06-15 0:40,2.97,-,2.9
2022-06-15 0:50,2.95,-,2.88
2022-06-15 1:00,2.94,-,2.87
2022-06-15 1:10,2.94,-,2.87
2022-06-15 1:20,2.94,-,2.87
2022-06-15 1:30,2.94,-,2.87
2022-06-15 1:40,2.93,-,2.86
2022-06-15 1:50,2.93,-,2.86
2022-06-15 2:00,2.93,-,2.86
2022-06-15 2:10,2.93,-,2.86
2022-06-15 2:20,2.93,-,2.86
2022-06-15 2:30,2.93,-,2.86
2022-06-15 2:40,2.93,-,2.86
2022-06-15 2:50,2.92,-,2.85
2022-06-15 3:00,2.92,-,2.85
2022-06-15 3:10,2.91,-,2.84
2022-06-15 3:20,2.9,-,2.83
2022-06-15 3:30,2.9,-,2.83
2022-06-15 3:40,2.89,-,2.82
2022-06-15 3:50,2.89,-,2.82
2022-06-15 4:00,2.88,-,2.81
2022-06-15 4:10,2.88,-,2.81
2022-06-15 4:20,2.88,-,2.81
2022-06-15 4:30,2.88,-,2.81
2022-06-15 4:40,2.88,-,2.81
2022-06-15 4:50,2.88,-,2.81
2022-06-15 5:00,2.88,-,2.81
2022-06-15 5:10,2.87,-,2.8
2022-06-15 5:20,2.87,-,2.8
2022-06-15 5:30,2.86,-,2.79
2022-06-15 5:40,2.86,-,2.79
2022-06-15 5:50,2.86,-,2.79
2022-06-15 6:00,2.85,-,2.78
2022-06-15 6:10,2.85,-,2.78
2022-06-15 6:20,2.84,-,2.77
2022-06-15 6:30,2.84,-,2.77
2022-06-15 6:40,2.83,-,2.76
2022-06-15 6:50,2.83,-,2.76
2022-06-15 7:00,2.83,-,2.76
2022-06-15 7:10,2.83,-,2.76
2022-06-15 7:20,2.83,-,2.76
2022-06-15 7:30,2.83,-,2.76
2022-06-15 7:40,2.94,-,2.87
2022-06-15 7:50,3.06,-,2.99
2022-06-15 8:00,3.14,-,3.07
2022-06-15 8:10,3.24,-,3.17
2022-06-15 8:20,3.3,-,3.23
2022-06-15 8:30,3.38,-,3.31
2022-06-15 8:40,3.7,-,3.63
2022-06-15 8:50,3.84,-,3.77
2022-06-15 9:00,3.93,-,3.86
2022-06-15 9:10,4.01,-,3.94
2022-06-15 9:20,4.09,-,4.02
2022-06-15 9:30,4.14,-,4.07
2022-06-15 9:40,4.17,-,4.1
2022-06-15 9:50,4.17,-,4.1
2022-06-15 10:00,4.15,-,4.08
2022-06-15 10:10,4.1,-,4.03
2022-06-15 10:20,4.02,-,3.95
2022-06-15 10:30,3.96,-,3.89
2022-06-15 10:40,3.9,-,3.83
