ymdhm,수위,유량,해발표고
2022-07-13 0:00,3.18,-,3.11
2022-07-13 0:10,3.17,-,3.1
2022-07-13 0:20,3.13,-,3.06
2022-07-13 0:30,3.12,-,3.05
2022-07-13 0:40,3.11,-,3.04
2022-07-13 0:50,3.11,-,3.04
2022-07-13 1:00,3.1,-,3.03
2022-07-13 1:10,3.09,-,3.02
2022-07-13 1:20,3.09,-,3.02
2022-07-13 1:30,3.11,-,3.04
2022-07-13 1:40,3.11,-,3.04
2022-07-13 1:50,3.11,-,3.04
2022-07-13 2:00,3.11,-,3.04
2022-07-13 2:10,3.11,-,3.04
2022-07-13 2:20,3.11,-,3.04
2022-07-13 2:30,3.12,-,3.05
2022-07-13 2:40,3.12,-,3.05
2022-07-13 2:50,3.12,-,3.05
2022-07-13 3:00,3.12,-,3.05
2022-07-13 3:10,3.12,-,3.05
2022-07-13 3:20,3.12,-,3.05
2022-07-13 3:30,3.12,-,3.05
2022-07-13 3:40,3.12,-,3.05
2022-07-13 3:50,3.12,-,3.05
2022-07-13 4:00,3.12,-,3.05
2022-07-13 4:10,3.12,-,3.05
2022-07-13 4:20,3.12,-,3.05
2022-07-13 4:30,3.12,-,3.05
2022-07-13 4:40,3.12,-,3.05
2022-07-13 4:50,3.12,-,3.05
2022-07-13 5:00,3.12,-,3.05
2022-07-13 5:10,3.12,-,3.05
2022-07-13 5:20,3.13,-,3.06
2022-07-13 5:30,3.13,-,3.06
2022-07-13 5:40,3.13,-,3.06
2022-07-13 5:50,3.13,-,3.06
2022-07-13 6:00,3.13,-,3.06
2022-07-13 6:10,3.36,-,3.29
2022-07-13 6:20,3.47,-,3.4
2022-07-13 6:30,3.57,-,3.5
2022-07-13 6:40,3.66,-,3.59
2022-07-13 6:50,3.74,-,3.67
2022-07-13 7:00,3.93,-,3.86
2022-07-13 7:10,4.09,-,4.02
2022-07-13 7:20,4.22,-,4.15
2022-07-13 7:30,4.32,-,4.25
2022-07-13 7:40,4.43,-,4.36
2022-07-13 7:50,4.52,-,4.45
2022-07-13 8:00,4.58,-,4.51
2022-07-13 8:10,4.61,-,4.54
2022-07-13 8:20,4.63,-,4.56
2022-07-13 8:30,4.64,-,4.57
2022-07-13 8:40,4.62,-,4.55
2022-07-13 8:50,4.56,-,4.49
2022-07-13 9:00,4.48,-,4.41
2022-07-13 9:10,4.41,-,4.34
2022-07-13 9:20,4.36,-,4.29
2022-07-13 9:30,4.3,-,4.23
2022-07-13 9:40,4.25,-,4.18
2022-07-13 9:50,4.2,-,4.13
2022-07-13 10:00,4.15,-,4.08
2022-07-13 10:10,4.12,-,4.05
2022-07-13 10:20,4.08,-,4.01
2022-07-13 10:30,4.04,-,3.97
2022-07-13 10:40,4.01,-,3.94
2022-07-13 10:50,3.99,-,3.92
2022-07-13 11:00,3.96,-,3.89
2022-07-13 11:10,3.93,-,3.86
2022-07-13 11:20,3.91,-,3.84
2022-07-13 11:30,3.88,-,3.81
2022-07-13 11:40,3.86,-,3.79
2022-07-13 11:50,3.83,-,3.76
2022-07-13 12:00,3.82,-,3.75
2022-07-13 12:10,3.81,-,3.74
2022-07-13 12:20,3.79,-,3.72
2022-07-13 12:30,3.77,-,3.7
2022-07-13 12:40,3.77,-,3.7
2022-07-13 12:50,3.76,-,3.69
2022-07-13 13:00,3.75,-,3.68
2022-07-13 13:10,3.74,-,3.67
2022-07-13 13:20,3.73,-,3.66
2022-07-13 13:30,3.71,-,3.64
2022-07-13 13:40,3.7,-,3.63
2022-07-13 13:50,3.7,-,3.63
2022-07-13 14:00,3.69,-,3.62
2022-07-13 14:10,3.68,-,3.61
2022-07-13 14:20,3.68,-,3.61
2022-07-13 14:30,3.68,-,3.61
2022-07-13 14:40,3.68,-,3.61
2022-07-13 14:50,3.68,-,3.61
2022-07-13 15:00,3.67,-,3.6
2022-07-13 15:10,3.68,-,3.61
2022-07-13 15:20,3.68,-,3.61
2022-07-13 15:30,3.69,-,3.62
2022-07-13 15:40,3.71,-,3.64
2022-07-13 15:50,3.72,-,3.65
2022-07-13 16:00,3.75,-,3.68
2022-07-13 16:10,3.76,-,3.69
2022-07-13 16:20,3.77,-,3.7
2022-07-13 16:30,3.79,-,3.72
2022-07-13 16:40,3.81,-,3.74
2022-07-13 16:50,3.83,-,3.76
2022-07-13 17:00,3.85,-,3.78
2022-07-13 17:10,3.9,-,3.83
2022-07-13 17:20,3.94,-,3.87
2022-07-13 17:30,3.96,-,3.89
2022-07-13 17:40,3.99,-,3.92
2022-07-13 17:50,4.04,-,3.97
2022-07-13 18:00,4.09,-,4.02
2022-07-13 18:10,4.12,-,4.05
2022-07-13 18:20,4.16,-,4.09
2022-07-13 18:30,4.21,-,4.14
2022-07-13 18:40,4.3,-,4.23
2022-07-13 18:50,4.41,-,4.34
2022-07-13 19:00,4.56,-,4.49
2022-07-13 19:10,4.7,-,4.63
2022-07-13 19:20,4.83,-,4.76
2022-07-13 19:30,4.95,-,4.88
2022-07-13 19:40,5.06,-,4.99
2022-07-13 19:50,5.14,-,5.07
2022-07-13 20:00,5.19,-,5.12
2022-07-13 20:10,5.22,-,5.15
2022-07-13 20:20,5.22,-,5.15
2022-07-13 20:30,5.22,-,5.15
2022-07-13 20:40,5.21,-,5.14
2022-07-13 20:50,5.2,-,5.13
2022-07-13 21:00,5.19,-,5.12
2022-07-13 21:10,5.18,-,5.11
2022-07-13 21:20,5.18,-,5.11
2022-07-13 21:30,5.17,-,5.1
2022-07-13 21:40,5.17,-,5.1
2022-07-13 21:50,5.15,-,5.08
2022-07-13 22:00,5.14,-,5.07
