ymdhm,수위,유량,해발표고
2022-06-01 0:00,1.04,269.4,2.79
2022-06-01 0:10,1.06,280.22,2.81
2022-06-01 0:20,1.09,296.87,2.84
2022-06-01 0:30,1.1,302.53,2.85
2022-06-01 0:40,1.09,296.87,2.84
2022-06-01 0:50,1.09,296.87,2.84
2022-06-01 1:00,1.09,296.87,2.84
2022-06-01 1:10,1.07,285.72,2.82
2022-06-01 1:20,1.06,280.22,2.81
2022-06-01 1:30,1.05,274.78,2.8
2022-06-01 1:40,1.03,264.07,2.78
2022-06-01 1:50,1.01,253.57,2.76
2022-06-01 2:00,1,248.4,2.75
2022-06-01 2:10,0.99,243.29,2.74
2022-06-01 2:20,1,248.4,2.75
2022-06-01 2:30,1,248.4,2.75
2022-06-01 2:40,1,248.4,2.75
2022-06-01 2:50,1,248.4,2.75
2022-06-01 3:00,1.01,253.57,2.76
2022-06-01 3:10,1.01,253.57,2.76
2022-06-01 3:20,1.02,258.79,2.77
2022-06-01 3:30,1.01,253.57,2.76
2022-06-01 3:40,1.01,253.57,2.76
2022-06-01 3:50,1,248.4,2.75
2022-06-01 4:00,0.99,243.29,2.74
2022-06-01 4:10,0.98,-,2.73
2022-06-01 4:20,0.98,-,2.73
2022-06-01 4:30,0.99,243.29,2.74
2022-06-01 4:40,0.98,-,2.73
2022-06-01 4:50,0.97,-,2.72
2022-06-01 5:00,0.96,-,2.71
2022-06-01 5:10,0.96,-,2.71
2022-06-01 5:20,0.96,-,2.71
2022-06-01 5:30,0.95,-,2.7
2022-06-01 5:40,0.95,-,2.7
2022-06-01 5:50,0.96,-,2.71
2022-06-01 6:00,0.96,-,2.71
2022-06-01 6:10,0.95,-,2.7
2022-06-01 6:20,0.98,-,2.73
2022-06-01 6:30,0.98,-,2.73
2022-06-01 6:40,0.99,243.29,2.74
2022-06-01 6:50,1,248.4,2.75
2022-06-01 7:00,1,248.4,2.75
2022-06-01 7:10,1.01,253.57,2.76
2022-06-01 7:20,1,248.4,2.75
2022-06-01 7:30,0.99,243.29,2.74
2022-06-01 7:40,0.99,243.29,2.74
2022-06-01 7:50,0.99,243.29,2.74
2022-06-01 8:00,1.04,269.4,2.79
2022-06-01 8:10,1.03,264.07,2.78
2022-06-01 8:20,1.04,269.4,2.79
2022-06-01 8:30,1.01,253.57,2.76
2022-06-01 8:40,0.96,-,2.71
2022-06-01 8:50,0.94,-,2.69
2022-06-01 9:00,1.01,253.57,2.76
2022-06-01 9:10,1.13,319.84,2.88
2022-06-01 9:20,1.29,420.54,3.04
2022-06-01 9:30,1.43,520.3,3.18
2022-06-01 9:40,1.52,590.2,3.27
2022-06-01 9:50,1.58,639.32,3.33
2022-06-01 10:00,1.64,690.47,3.39
2022-06-01 10:10,1.71,752.7,3.46
2022-06-01 10:20,1.74,780.21,3.49
2022-06-01 10:30,1.78,817.69,3.53
2022-06-01 10:40,1.79,827.2,3.54
2022-06-01 10:50,1.79,827.2,3.54
2022-06-01 11:00,1.76,798.84,3.51
2022-06-01 11:10,1.69,734.64,3.44
2022-06-01 11:20,1.62,673.2,3.37
2022-06-01 11:30,1.56,622.73,3.31
2022-06-01 11:40,1.47,550.81,3.22
2022-06-01 11:50,1.41,505.38,3.16
2022-06-01 12:00,1.38,483.42,3.13
2022-06-01 12:10,1.35,461.96,3.1
2022-06-01 12:20,1.38,483.42,3.13
2022-06-01 12:30,1.37,476.21,3.12
2022-06-01 12:40,1.37,476.21,3.12
2022-06-01 12:50,1.34,454.91,3.09
2022-06-01 13:00,1.34,454.91,3.09
2022-06-01 13:10,1.32,441,3.07
2022-06-01 13:20,1.32,441,3.07
2022-06-01 13:30,1.29,420.54,3.04
2022-06-01 13:40,1.29,420.54,3.04
2022-06-01 13:50,1.26,400.58,3.01
2022-06-01 14:00,1.22,374.74,2.97
2022-06-01 14:10,1.22,374.74,2.97
2022-06-01 14:20,1.19,355.94,2.94
2022-06-01 14:30,1.17,343.69,2.92
2022-06-01 14:40,1.14,325.72,2.89
2022-06-01 14:50,1.13,319.84,2.88
2022-06-01 15:00,1.13,319.84,2.88
2022-06-01 15:10,1.13,319.84,2.88
2022-06-01 15:20,1.15,331.65,2.9
2022-06-01 15:30,1.14,325.72,2.89
2022-06-01 15:40,1.17,343.69,2.92
2022-06-01 15:50,1.17,343.69,2.92
2022-06-01 16:00,1.13,319.84,2.88
2022-06-01 16:10,1.13,319.84,2.88
