ymdhm,수위,유량,해발표고
2022-06-01 0:00,1.89,471.08,2.69
2022-06-01 0:10,1.87,449.12,2.67
2022-06-01 0:20,1.84,417.17,2.64
2022-06-01 0:30,1.81,386.43,2.61
2022-06-01 0:40,1.79,366.6,2.59
2022-06-01 0:50,1.78,356.89,2.58
2022-06-01 1:00,1.78,356.89,2.58
2022-06-01 1:10,1.78,356.89,2.58
2022-06-01 1:20,1.79,366.6,2.59
2022-06-01 1:30,1.79,366.6,2.59
2022-06-01 1:40,1.81,386.43,2.61
2022-06-01 1:50,1.82,396.55,2.62
2022-06-01 2:00,1.82,396.55,2.62
2022-06-01 2:10,1.82,396.55,2.62
2022-06-01 2:20,1.82,396.55,2.62
2022-06-01 2:30,1.82,396.55,2.62
2022-06-01 2:40,1.81,386.43,2.61
2022-06-01 2:50,1.8,376.45,2.6
2022-06-01 3:00,1.79,366.6,2.59
2022-06-01 3:10,1.78,356.89,2.58
2022-06-01 3:20,1.76,337.86,2.56
2022-06-01 3:30,1.75,328.54,2.55
2022-06-01 3:40,1.74,319.36,2.54
2022-06-01 3:50,1.74,319.36,2.54
2022-06-01 4:00,1.74,319.36,2.54
2022-06-01 4:10,1.74,319.36,2.54
2022-06-01 4:20,1.75,328.54,2.55
2022-06-01 4:30,1.76,337.86,2.56
2022-06-01 4:40,1.77,347.31,2.57
2022-06-01 4:50,1.77,347.31,2.57
2022-06-01 5:00,1.76,337.86,2.56
2022-06-01 5:10,1.75,328.54,2.55
2022-06-01 5:20,1.75,328.54,2.55
2022-06-01 5:30,1.74,319.36,2.54
2022-06-01 5:40,1.74,319.36,2.54
2022-06-01 5:50,1.74,319.36,2.54
2022-06-01 6:00,1.74,319.36,2.54
2022-06-01 6:10,1.73,310.31,2.53
2022-06-01 6:20,1.73,310.31,2.53
2022-06-01 6:30,1.72,301.39,2.52
2022-06-01 6:40,1.72,301.39,2.52
2022-06-01 6:50,1.72,301.39,2.52
2022-06-01 7:00,1.72,301.39,2.52
2022-06-01 7:10,1.72,301.39,2.52
2022-06-01 7:20,1.72,301.39,2.52
2022-06-01 7:30,1.73,310.31,2.53
2022-06-01 7:40,1.74,319.36,2.54
2022-06-01 7:50,1.77,347.31,2.57
2022-06-01 8:00,1.89,471.08,2.69
2022-06-01 8:10,1.98,576.54,2.78
2022-06-01 8:20,2.06,679.42,2.86
2022-06-01 8:30,2.13,776.51,2.93
2022-06-01 8:40,2.17,834.96,2.97
2022-06-01 8:50,2.21,895.58,3.01
2022-06-01 9:00,2.23,926.7,3.03
2022-06-01 9:10,2.26,974.4,3.06
2022-06-01 9:20,2.3,1039.9,3.1
2022-06-01 9:30,2.32,1073.46,3.12
2022-06-01 9:40,2.33,1090.45,3.13
2022-06-01 9:50,2.31,1056.61,3.11
2022-06-01 10:00,2.27,990.57,3.07
2022-06-01 10:10,2.23,926.7,3.03
2022-06-01 10:20,2.19,865,2.99
2022-06-01 10:30,2.16,820.14,2.96
2022-06-01 10:40,2.15,805.46,2.95
2022-06-01 10:50,2.16,820.14,2.96
2022-06-01 11:00,2.18,849.91,2.98
2022-06-01 11:10,2.21,895.58,3.01
2022-06-01 11:20,2.24,942.46,3.04
2022-06-01 11:30,2.22,911.07,3.02
2022-06-01 11:40,2.22,911.07,3.02
2022-06-01 11:50,2.21,895.58,3.01
2022-06-01 12:00,2.21,895.58,3.01
2022-06-01 12:10,2.19,865,2.99
2022-06-01 12:20,2.17,834.96,2.97
2022-06-01 12:30,2.14,790.92,2.94
2022-06-01 12:40,2.11,748.09,2.91
2022-06-01 12:50,2.07,692.88,2.87
2022-06-01 13:00,2.03,639.83,2.83
2022-06-01 13:10,2,601.45,2.8
2022-06-01 13:20,1.97,564.29,2.77
2022-06-01 13:30,1.96,552.17,2.76
2022-06-01 13:40,1.96,552.17,2.76
2022-06-01 13:50,1.96,552.17,2.76
2022-06-01 14:00,1.94,528.33,2.74
2022-06-01 14:10,1.96,552.17,2.76
2022-06-01 14:20,1.97,564.29,2.77
2022-06-01 14:30,1.97,564.29,2.77
2022-06-01 14:40,1.96,552.17,2.76
2022-06-01 14:50,1.94,528.33,2.74
2022-06-01 15:00,1.93,516.61,2.73
2022-06-01 15:10,1.92,505.03,2.72
2022-06-01 15:20,1.9,482.26,2.7
2022-06-01 15:30,1.89,471.08,2.69
2022-06-01 15:40,1.87,449.12,2.67
2022-06-01 15:50,1.87,449.12,2.67
2022-06-01 16:00,1.85,427.69,2.65
2022-06-01 16:10,1.84,417.17,2.64
2022-06-01 16:20,1.84,417.17,2.64
2022-06-01 16:30,1.83,406.79,2.63
2022-06-01 16:40,1.83,406.79,2.63
2022-06-01 16:50,1.84,417.17,2.64
2022-06-01 17:00,1.85,427.69,2.65
2022-06-01 17:10,1.84,417.17,2.64
2022-06-01 17:20,1.83,406.79,2.63
2022-06-01 17:30,1.82,396.55,2.62
2022-06-01 17:40,1.81,386.43,2.61
2022-06-01 17:50,1.81,386.43,2.61
2022-06-01 18:00,1.8,376.45,2.6
2022-06-01 18:10,1.79,366.6,2.59
2022-06-01 18:20,1.79,366.6,2.59
2022-06-01 18:30,1.78,356.89,2.58
2022-06-01 18:40,1.78,356.89,2.58
2022-06-01 18:50,1.77,347.31,2.57
2022-06-01 19:00,1.77,347.31,2.57
2022-06-01 19:10,1.77,347.31,2.57
2022-06-01 19:20,1.77,347.31,2.57
2022-06-01 19:30,1.77,347.31,2.57
2022-06-01 19:40,1.77,347.31,2.57
2022-06-01 19:50,1.77,347.31,2.57
2022-06-01 20:00,1.77,347.31,2.57
2022-06-01 20:10,1.76,337.86,2.56
2022-06-01 20:20,1.76,337.86,2.56
2022-06-01 20:30,1.76,337.86,2.56
2022-06-01 20:40,1.82,396.55,2.62
2022-06-01 20:50,1.86,438.33,2.66
2022-06-01 21:00,1.88,460.03,2.68
2022-06-01 21:10,1.89,471.08,2.69
2022-06-01 21:20,1.9,482.26,2.7
2022-06-01 21:30,1.9,482.26,2.7
2022-06-01 21:40,1.9,482.26,2.7
2022-06-01 21:50,1.9,482.26,2.7
2022-06-01 22:00,1.88,460.03,2.68
2022-06-01 22:10,1.86,438.33,2.66
2022-06-01 22:20,1.82,396.55,2.62
2022-06-01 22:30,1.78,356.89,2.58
2022-06-01 22:40,1.78,356.89,2.58
2022-06-01 22:50,1.78,356.89,2.58
2022-06-01 23:00,1.79,366.6,2.59
2022-06-01 23:10,1.82,396.55,2.62
2022-06-01 23:20,1.87,449.12,2.67
2022-06-01 23:30,1.91,493.58,2.71
