ymdhm,수위,유량,해발표고
2022-06-29 0:00,2.34,1107.57,3.14
2022-06-29 0:10,2.33,1090.45,3.13
2022-06-29 0:20,2.33,1090.45,3.13
2022-06-29 0:30,2.33,1090.45,3.13
2022-06-29 0:40,2.31,1056.61,3.11
2022-06-29 0:50,2.3,1039.9,3.1
2022-06-29 1:00,2.3,1039.9,3.1
2022-06-29 1:10,2.28,1006.88,3.08
2022-06-29 1:20,2.28,1006.88,3.08
2022-06-29 1:30,2.28,1006.88,3.08
2022-06-29 1:40,2.27,990.57,3.07
2022-06-29 1:50,2.26,974.4,3.06
2022-06-29 2:00,2.26,974.4,3.06
2022-06-29 2:10,2.25,958.36,3.05
2022-06-29 2:20,2.25,958.36,3.05
2022-06-29 2:30,2.25,958.36,3.05
2022-06-29 2:40,2.25,958.36,3.05
2022-06-29 2:50,2.25,958.36,3.05
2022-06-29 3:00,2.25,958.36,3.05
2022-06-29 3:10,2.25,958.36,3.05
2022-06-29 3:20,2.24,942.46,3.04
2022-06-29 3:30,2.24,942.46,3.04
2022-06-29 3:40,2.25,958.36,3.05
2022-06-29 3:50,2.25,958.36,3.05
2022-06-29 4:00,2.24,942.46,3.04
2022-06-29 4:10,2.24,942.46,3.04
2022-06-29 4:20,2.24,942.46,3.04
2022-06-29 4:30,2.23,926.7,3.03
2022-06-29 4:40,2.23,926.7,3.03
2022-06-29 4:50,2.23,926.7,3.03
2022-06-29 5:00,2.23,926.7,3.03
2022-06-29 5:10,2.23,926.7,3.03
2022-06-29 5:20,2.23,926.7,3.03
2022-06-29 5:30,2.23,926.7,3.03
2022-06-29 5:40,2.23,926.7,3.03
2022-06-29 5:50,2.26,974.4,3.06
2022-06-29 6:00,2.44,1286.29,3.24
2022-06-29 6:10,2.61,1621.45,3.41
2022-06-29 6:20,2.73,1881.89,3.53
2022-06-29 6:30,2.81,2066.51,3.61
2022-06-29 6:40,2.89,2259.95,3.69
2022-06-29 6:50,2.96,2436.46,3.76
2022-06-29 7:00,3.03,2619.75,3.83
2022-06-29 7:10,3.09,2782.25,3.89
2022-06-29 7:20,3.15,2949.74,3.95
2022-06-29 7:30,3.22,3151.46,4.02
2022-06-29 7:40,3.27,3299.71,4.07
2022-06-29 7:50,3.31,3420.82,4.11
2022-06-29 8:00,3.34,3513.11,4.14
2022-06-29 8:10,3.34,3513.11,4.14
2022-06-29 8:20,3.37,3606.66,4.17
2022-06-29 8:30,3.45,3862.25,4.25
2022-06-29 8:40,3.49,3993.39,4.29
2022-06-29 8:50,3.49,3993.39,4.29
2022-06-29 9:00,3.49,3993.39,4.29
2022-06-29 9:10,3.48,3960.4,4.28
2022-06-29 9:20,3.47,3927.54,4.27
2022-06-29 9:30,3.47,3927.54,4.27
2022-06-29 9:40,3.46,3894.83,4.26
2022-06-29 9:50,3.43,3797.52,4.23
2022-06-29 10:00,3.39,3669.72,4.19
2022-06-29 10:10,3.34,3513.11,4.14
2022-06-29 10:20,3.29,3359.99,4.09
2022-06-29 10:30,3.24,3210.34,4.04
2022-06-29 10:40,3.19,3064.17,3.99
2022-06-29 10:50,3.14,2921.48,3.94
2022-06-29 11:00,3.09,2782.25,3.89
2022-06-29 11:10,3.04,2646.48,3.84
2022-06-29 11:20,3,2540.37,3.8
2022-06-29 11:30,2.95,2410.83,3.75
2022-06-29 11:40,2.91,2309.69,3.71
2022-06-29 11:50,2.88,2235.29,3.68
2022-06-29 12:00,2.85,2162.13,3.65
2022-06-29 12:10,2.81,2066.51,3.61
2022-06-29 12:20,2.78,1996.24,3.58
2022-06-29 12:30,2.75,1927.22,3.55
2022-06-29 12:40,2.72,1859.43,3.52
2022-06-29 12:50,2.69,1792.88,3.49
2022-06-29 13:00,2.66,1727.56,3.46
2022-06-29 13:10,2.63,1663.48,3.43
2022-06-29 13:20,2.61,1621.45,3.41
2022-06-29 13:30,2.58,1559.43,3.38
2022-06-29 13:40,2.56,1518.77,3.36
2022-06-29 13:50,2.54,1478.65,3.34
2022-06-29 14:00,2.52,1439.09,3.32
2022-06-29 14:10,2.49,1380.76,3.29
2022-06-29 14:20,2.48,1361.59,3.28
2022-06-29 14:30,2.46,1323.67,3.26
2022-06-29 14:40,2.45,1304.91,3.25
2022-06-29 14:50,2.43,1267.8,3.23
2022-06-29 15:00,2.41,1231.24,3.21
2022-06-29 15:10,2.39,1195.22,3.19
2022-06-29 15:20,2.38,1177.42,3.18
2022-06-29 15:30,2.36,1142.22,3.16
2022-06-29 15:40,2.36,1142.22,3.16
2022-06-29 15:50,2.35,1124.83,3.15
2022-06-29 16:00,2.35,1124.83,3.15
2022-06-29 16:10,2.33,1090.45,3.13
2022-06-29 16:20,2.32,1073.46,3.12
2022-06-29 16:30,2.31,1056.61,3.11
2022-06-29 16:40,2.3,1039.9,3.1
2022-06-29 16:50,2.29,1023.32,3.09
2022-06-29 17:00,2.28,1006.88,3.08
2022-06-29 17:10,2.27,990.57,3.07
2022-06-29 17:20,2.27,990.57,3.07
2022-06-29 17:30,2.25,958.36,3.05
2022-06-29 17:40,2.25,958.36,3.05
2022-06-29 17:50,2.24,942.46,3.04
2022-06-29 18:00,2.23,926.7,3.03
2022-06-29 18:10,2.23,926.7,3.03
2022-06-29 18:20,2.22,911.07,3.02
2022-06-29 18:30,2.22,911.07,3.02
