ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 00:00:00,279.78682549333246,277.41770015899635,274.7692280555564,269.5072495293372
2022-06-01 00:10:00,280.9994473989286,276.208293088142,273.53050631803836,267.6436449443823
2022-06-01 00:20:00,282.94955188446835,276.61643538955957,273.3706856280258,264.9887449415166
2022-06-01 00:30:00,285.41450538745244,277.4751616118178,273.6780691346019,261.55614224826616
2022-06-01 00:40:00,286.1470973708236,278.020173792469,273.932782946432,258.83494162692097
2022-06-01 00:50:00,284.1417502104576,278.13188153303213,273.87921499270175,257.74160252593845
2022-06-01 01:00:00,283.89430893923446,278.29735725049375,273.17204121915483,257.4089044762786
2022-06-01 01:10:00,283.4230126802924,278.0953579334103,273.2125494257986,257.8184872863031
2022-06-01 01:20:00,281.1335676546597,277.04454380291725,272.8072473925035,257.92798968882016
2022-06-01 01:30:00,279.1255081901757,275.7172740473187,271.7588025908408,259.9715680492125
2022-06-01 01:40:00,277.67444935547843,274.64821650824194,271.33825884243726,259.6726743531
2022-06-01 01:50:00,275.7755596175651,273.43562973370183,270.69794709373207,261.89162985333985
2022-06-01 02:00:00,274.30555135687206,273.57405302168837,270.84807473168865,262.16910568019216
2022-06-01 02:10:00,274.3834640340751,272.84221756491905,269.20158571127797,261.56685644265184
2022-06-01 02:20:00,274.5669287446655,273.0938525255587,270.1864556333855,261.4242365453341
2022-06-01 02:30:00,275.18392676099387,271.91632728186136,268.9676174209932,261.5068543060492
2022-06-01 02:40:00,275.50297311843633,272.20210981101144,268.75067773772946,261.42157432445083
2022-06-01 02:50:00,275.87474913257864,272.11328905035697,268.9749800344848,260.2454281637596
2022-06-01 03:00:00,275.87797344481555,272.57245005197075,269.10312728271424,259.0801623697078
2022-06-01 03:10:00,276.47818913699115,271.86300826431,268.6326243876913,257.88740188442495
2022-06-01 03:20:00,276.5575837972858,271.9594642867384,267.9619489687371,257.38574947157025
2022-06-01 03:30:00,276.8011495122722,271.9902764126107,267.5544429320266,255.021919412261
2022-06-01 03:40:00,275.8826071565342,272.1663614122191,267.7347913015361,254.60471272917673
2022-06-01 03:50:00,275.2647110628927,271.8050870939007,267.82989507074933,253.97961448135285
2022-06-01 04:00:00,274.7020716381969,271.8559201755085,266.8578242833053,254.33723507905606
2022-06-01 04:10:00,274.34229692076013,271.5499443835809,267.00742138691504,254.29278568399272
2022-06-01 04:20:00,273.0382833570596,270.70929951936137,265.8878076791359,254.40276954872274
2022-06-01 04:30:00,272.35007567089747,269.3637996202295,265.3604047259491,255.61978860612805
2022-06-01 04:40:00,272.78392278586443,269.6437872481227,265.49948119417195,256.15240555611825
2022-06-01 04:50:00,272.33260843849905,270.09477457096597,265.5505887400691,257.08735244664507
2022-06-01 05:00:00,271.9854342857229,270.36090654368684,266.39801554042145,256.6192821258333
2022-06-01 05:10:00,271.3314885289896,269.43699250628333,265.860102510718,255.35860867745976
2022-06-01 05:20:00,271.7000736139576,269.8068789376021,265.89794430046834,254.3910647428175
2022-06-01 05:30:00,271.9796296496879,270.22638126520343,265.04595542192783,254.5660722877035
2022-06-01 05:40:00,270.83403750733726,269.9666385010524,264.22171924028356,253.2481478082922
2022-06-01 05:50:00,271.03207882434947,269.3023135040543,263.29827885496553,253.8126747884495
2022-06-01 06:00:00,271.796952677852,269.0328807588283,263.3376477953312,253.59823081685664
2022-06-01 06:10:00,271.3154956525264,269.4583664777068,262.84083436409,253.3245924898763
2022-06-01 06:20:00,269.59054477150477,269.8343526459535,262.92920396571236,252.06075204731286
2022-06-01 06:30:00,271.79779479262004,269.8950704213325,262.8458389489582,252.5093626022944
2022-06-01 06:40:00,272.8698238511126,270.1854317391491,262.9755249728671,251.26623102298996
2022-06-01 06:50:00,273.44116968473634,270.24162572932283,263.05664445721646,251.40048922142256
2022-06-01 07:00:00,273.78756982968207,270.35602712357144,263.8242767346386,252.02303875812962
2022-06-01 07:10:00,274.8294765817816,270.3832226036909,263.7608535080514,252.37826262655904
2022-06-01 07:20:00,275.36852899579634,270.10104281607335,264.5544912152497,253.16432106719063
2022-06-01 07:30:00,275.3440052954258,270.5204565224573,264.3716706399754,253.52633005350495
