ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 00:00:00,279.78682549334826,277.4177001589981,274.7692280555637,269.50724952933047
2022-06-01 00:10:00,280.99944739892754,276.2082930881348,273.5305063180353,267.64364494437973
2022-06-01 00:20:00,282.9495518844616,276.61643538955144,273.3706856280201,264.988744941517
2022-06-01 00:30:00,285.41450538744607,277.47516161181596,273.6780691345963,261.55614224827787
2022-06-01 00:40:00,286.1470973708243,278.02017379247417,273.9327829464346,258.8349416269244
2022-06-01 00:50:00,284.1417502104659,278.13188153304696,273.8792149927155,257.7416025259292
2022-06-01 01:00:00,283.89430893924543,278.2973572505024,273.1720412191688,257.40890447626094
2022-06-01 01:10:00,283.42301268029496,278.0953579334051,273.21254942579725,257.8184872862995
2022-06-01 01:20:00,281.1335676546645,277.04454380291594,272.80724739250746,257.92798968880976
2022-06-01 01:30:00,279.12550819017974,275.71727404731735,271.7588025908466,259.9715680491949
2022-06-01 01:40:00,277.67444935548144,274.64821650823075,271.33825884243834,259.6726743530794
2022-06-01 01:50:00,275.7755596175592,273.4356297336945,270.69794709372917,261.891629853334
2022-06-01 02:00:00,274.3055513568713,273.5740530216917,270.8480747316948,262.1691056801784
2022-06-01 02:10:00,274.383464034071,272.84221756492116,269.20158571128104,261.5668564426466
2022-06-01 02:20:00,274.566928744661,273.0938525255603,270.1864556333856,261.4242365453322
2022-06-01 02:30:00,275.18392676098796,271.91632728186073,268.9676174209927,261.5068543060524
2022-06-01 02:40:00,275.5029731184282,272.2021098110076,268.7506777377254,261.42157432445254
2022-06-01 02:50:00,275.8747491325658,272.11328905034577,268.97498003447583,260.2454281637605
2022-06-01 03:00:00,275.8779734448043,272.5724500519683,269.10312728271225,259.080162369704
2022-06-01 03:10:00,276.47818913697944,271.86300826430374,268.63262438768425,257.8874018844296
2022-06-01 03:20:00,276.55758379729224,271.9594642867344,267.96194896874084,257.3857494715521
2022-06-01 03:30:00,276.80114951228234,271.9902764126075,267.55444293203,255.02191941224953
2022-06-01 03:40:00,275.8826071565345,272.16636141222006,267.7347913015352,254.6047127291813
2022-06-01 03:50:00,275.26471106289637,271.80508709389755,267.8298950707526,253.97961448133978
2022-06-01 04:00:00,274.7020716381945,271.85592017550454,266.8578242833046,254.3372350790468
2022-06-01 04:10:00,274.3422969207569,271.5499443835842,267.0074213869142,254.29278568399778
2022-06-01 04:20:00,273.0382833570521,270.70929951935665,265.8878076791285,254.40276954873346
2022-06-01 04:30:00,272.3500756708924,269.363799620235,265.3604047259479,255.61978860614187
2022-06-01 04:40:00,272.78392278585727,269.6437872481237,265.49948119416763,256.15240555613275
2022-06-01 04:50:00,272.3326084384945,270.0947745709726,265.55058874006846,257.0873524466617
2022-06-01 05:00:00,271.9854342857202,270.3609065436836,266.398015540418,256.6192821258375
2022-06-01 05:10:00,271.331488528993,269.4369925062835,265.86010251072184,255.35860867745143
2022-06-01 05:20:00,271.7000736139623,269.8068789375968,265.8979443004696,254.3910647428119
2022-06-01 05:30:00,271.97962964969827,270.22638126520786,265.0459554219366,254.56607228769056
2022-06-01 05:40:00,270.83403750733845,269.96663850104096,264.22171924028254,253.24814780827612
2022-06-01 05:50:00,271.03207882434486,269.3023135040581,263.29827885496604,253.8126747884523
2022-06-01 06:00:00,271.7969526778578,269.0328807588355,263.3376477953363,253.59823081685798
2022-06-01 06:10:00,271.3154956525251,269.4583664777184,262.8408343640946,253.32459248988593
2022-06-01 06:20:00,269.59054477150534,269.83435264595795,262.9292039657153,252.06075204731417
2022-06-01 06:30:00,271.79779479261816,269.89507042133147,262.84583894895906,252.50936260229236
2022-06-01 06:40:00,272.869823851121,270.18543173914736,262.9755249728726,251.26623102298046
2022-06-01 06:50:00,273.44116968475646,270.2416257293285,263.05664445723147,251.40048922140508
2022-06-01 07:00:00,273.7875698296897,270.35602712357377,263.82427673464645,252.02303875811927
2022-06-01 07:10:00,274.82947658178335,270.38322260368983,263.7608535080526,252.3782626265611
2022-06-01 07:20:00,275.36852899578486,270.10104281606436,264.55449121524236,253.16432106719378
2022-06-01 07:30:00,275.3440052954181,270.5204565224505,264.3716706399724,253.52633005350097
2022-06-01 07:40:00,274.01396467563376,270.77820124333704,264.5610711466601,255.08743706299776
2022-06-01 07:50:00,273.8659604248594,270.70517370834204,264.28559280303324,256.52345377392066
2022-06-01 08:00:00,273.51541151392803,270.1074720379939,264.2591720292692,261.2402022383788
2022-06-01 08:10:00,276.7754556463115,269.5825512424979,265.0883180883166,277.13170682652657
2022-06-01 08:20:00,277.5745687147227,269.7301366224831,265.70887545222166,284.7702613707016
2022-06-01 08:30:00,278.1045120926082,271.3088547212822,268.9660326242487,291.6861460234914
2022-06-01 08:40:00,277.35651702657077,277.47730958830255,282.1047407565401,297.7317687577606
2022-06-01 08:50:00,274.36120114804373,289.3509864867988,295.8437255665979,300.87119508761026
2022-06-01 09:00:00,277.46728591115817,293.71579480512787,301.2643117827075,304.1346666494992
2022-06-01 09:10:00,290.6875148418668,295.4946874971884,303.6597711718396,305.8984337023066
2022-06-01 09:20:00,303.77499655698665,299.4485318227716,305.7673690803962,308.2518850382182
2022-06-01 09:30:00,316.7050796404495,306.05892725447603,309.79872629423517,311.68714546669304
2022-06-01 09:40:00,326.4207421863396,315.841773337766,314.16421782430155,311.31195577837775
2022-06-01 09:50:00,333.92028406158704,326.13719788515596,323.13040149370255,310.05762045369005
2022-06-01 10:00:00,338.48140277629915,332.25026698804066,328.9476276479363,307.77087502153705
2022-06-01 10:10:00,342.3625158915163,337.6228125077734,333.8584343082443,303.01757602521405
2022-06-01 10:20:00,348.46431109542306,339.83463615735377,336.1137880478611,299.7860444386996
2022-06-01 10:30:00,350.96638452886117,342.8697413615271,337.2191855076397,297.88519257470426
2022-06-01 10:40:00,352.9461814549318,343.67864513229677,336.2996449209854,295.70199223468916
2022-06-01 10:50:00,353.47837313920905,341.623430763556,334.1843044085024,295.35627462176785
2022-06-01 11:00:00,350.7905509709748,337.6066048233844,329.5383601799952,298.3812184629738
2022-06-01 11:10:00,345.72716440655734,333.27493104112136,325.01213749546196,300.88679166410395
2022-06-01 11:20:00,337.23025029121936,327.36843588951945,320.5302746944532,303.9541121516425
2022-06-01 11:30:00,328.8250887904497,321.15155585733066,317.3494287836231,305.88272679109946
2022-06-01 11:40:00,322.8769227177156,317.88649610279157,315.55935582622817,301.5579067672258
2022-06-01 11:50:00,315.6625308236196,316.228707458419,314.7394753753866,301.87191538371263
2022-06-01 12:00:00,311.34289389710824,314.0072560045927,312.39542344068747,300.03829923699493
2022-06-01 12:10:00,311.79039524476894,311.44154570899167,308.7666269687,300.1790599216936
2022-06-01 12:20:00,310.7604312867363,305.5971902862324,303.70846981348046,297.1988823311814
2022-06-01 12:30:00,312.4615051689291,305.8139032776895,302.0905408403026,294.66566903569293
2022-06-01 12:40:00,311.1961890158365,305.3610908306015,300.9037112593872,290.98828882065214
2022-06-01 12:50:00,310.7026990466908,305.9483394504883,300.07780612415695,287.9262456347684
2022-06-01 13:00:00,308.8795058466958,305.2088113409327,299.392395949343,283.5029103234738
2022-06-01 13:10:00,308.8699957186117,302.85309162050936,298.546977468533,279.7744800265479
2022-06-01 13:20:00,306.46656021694713,300.55650128377187,296.32103660477014,277.9479302286118
2022-06-01 13:30:00,304.674934039498,298.8680227759441,294.0604736753708,275.97090999030894
2022-06-01 13:40:00,302.1203379741215,296.8355197515337,291.70264340047527,275.831663238814
2022-06-01 13:50:00,301.1775415632784,294.4497678737274,290.21461551612435,276.67924824761207
2022-06-01 14:00:00,298.4455369041919,292.9284985690501,288.2012741042249,275.65246310974896
2022-06-01 14:10:00,294.6602916843789,291.31942977977536,287.27435938723676,273.3139792476394
2022-06-01 14:20:00,294.10741464666455,288.9449085909472,286.0578898032556,276.2019869469593
2022-06-01 14:30:00,292.0473951212415,287.6680509182423,284.0384395831643,276.64901685647004
2022-06-01 14:40:00,289.84669577191454,286.0871646379858,282.4435373985794,276.07563244625686
