ymdhm,wl_1018662,wl_1018680,wl_1018683,wl_1019630
2022-06-01 00:00,279.78682549226477,277.4177001581867,274.76922805504915,269.5072495289695
2022-06-01 00:10,280.9994473978614,276.2082930873333,273.53050631751887,267.6436449440352
2022-06-01 00:20,282.94955188337747,276.61643538874205,273.37068562749755,264.98874494116944
2022-06-01 00:30,285.4145053863515,277.4751616110014,273.67806913407566,261.556142247913
2022-06-01 00:40,286.14709736971326,278.0201737916402,273.93278294589857,258.83494162656245
2022-06-01 00:50,284.1417502093821,278.13188153223643,273.87921499218623,257.74160252559307
2022-06-01 01:00,283.8943089381583,278.2973572496897,273.17204121863927,257.40890447592636
2022-06-01 01:10,283.423012679191,278.0953579325948,273.21254942527884,257.8184872859406
2022-06-01 01:20,281.1335676535774,277.04454380210535,272.80724739198587,257.9279896884638
2022-06-01 01:30,279.1255081890919,275.7172740465037,271.7588025903192,259.9715680488581
2022-06-01 01:40,277.6744493544048,274.64821650743636,271.33825884192714,259.6726743527434
2022-06-01 01:50,275.77555961647784,273.43562973288283,270.6979470932086,261.8916298529889
2022-06-01 02:00,274.3055513557957,273.57405302087534,270.84807473117274,262.1691056798419
2022-06-01 02:10,274.3834640330178,272.84221756412444,269.20158571077434,261.56685644230663
2022-06-01 02:20,274.5669287436164,273.09385252476034,270.18645563288044,261.42423654498435
2022-06-01 02:30,275.18392675991953,271.9163272810499,268.9676174204777,261.50685430569297
2022-06-01 02:40,275.50297311737256,272.2021098101986,268.7506777372124,261.42157432409886
2022-06-01 02:50,275.874749131523,272.11328904957645,268.97498003398084,260.24542816341835
2022-06-01 03:00,275.87797344375605,272.57245005116243,269.1031272821885,259.0801623693706
2022-06-01 03:10,276.47818913591374,271.8630082635277,268.6326243871876,257.8874018840876
2022-06-01 03:20,276.5575837962287,271.95946428592146,267.9619489682097,257.385749471214
2022-06-01 03:30,276.80114951121607,271.9902764118372,267.55444293153226,255.02191941190847
2022-06-01 03:40,275.8826071554832,272.1663614114287,267.7347913010248,254.6047127288323
2022-06-01 03:50,275.26471106183885,271.8050870931118,267.8298950702424,253.9796144810042
2022-06-01 04:00,274.70207163712047,271.8559201747163,266.8578242827869,254.3372350787155
2022-06-01 04:10,274.34229691970035,271.54994438278874,267.0074213864046,254.29278568365464
2022-06-01 04:20,273.03828335603515,270.7092995186,265.8878076786411,254.40276954839595
2022-06-01 04:30,272.35007566984524,269.3637996194502,265.36040472544323,255.61978860578915
2022-06-01 04:40,272.78392278480317,269.64378724733757,265.4994811936682,256.1524055557783
2022-06-01 04:50,272.3326084374621,270.09477457018914,265.550588739568,257.08735244631254
2022-06-01 05:00,271.98543428469605,270.36090654292576,266.3980155399301,256.61928212549907
2022-06-01 05:10,271.331488527967,269.4369925055217,265.86010251022594,255.35860867712265
2022-06-01 05:20,271.7000736129329,269.80687893684376,265.89794429998204,254.39106474247723
2022-06-01 05:30,271.9796296486671,270.22638126444065,265.0459554214364,254.566072287368
2022-06-01 05:40,270.834037506306,269.9666385002867,264.2217192397857,253.24814780796075
2022-06-01 05:50,271.0320788233055,269.30231350328324,263.2982788544596,253.81267478812225
2022-06-01 06:00,271.7969526768102,269.03288075804653,263.3376477948247,253.59823081651305
2022-06-01 06:10,271.31549565146634,269.45836647691715,262.84083436357776,253.32459248953816
2022-06-01 06:20,269.59054477046146,269.8343526451803,262.929203965208,252.06075204697825
2022-06-01 06:30,271.79779479158447,269.8950704205652,262.84583894845827,252.50936260196124
2022-06-01 06:40,272.8698238500554,270.1854317383631,262.97552497235966,251.266231022647
2022-06-01 06:50,273.44116968371316,270.24162572856545,263.056644456732,251.40048922107493
2022-06-01 07:00,273.78756982862774,270.35602712279143,263.8242767341362,252.02303875778554
2022-06-01 07:10,274.82947658074215,270.38322260292455,263.760853507553,252.3782626262164
2022-06-01 07:20,275.3685289947357,270.10104281528805,264.55449121473697,253.1643210668564
2022-06-01 07:30,275.3440052943685,270.52045652167,264.3716706394646,253.52633005316724
2022-06-01 07:40,274.0139646745904,270.77820124255106,264.5610711461516,255.08743706267157
2022-06-01 07:50,273.8659604238105,270.7051737075695,264.28559280253035,256.5234537736003
2022-06-01 08:00,273.51541151288666,270.10747203723065,264.2591720287678,261.2402022380681
2022-06-01 08:10,276.77545564526565,269.58255124172723,265.0883180878158,277.1317068261968
2022-06-01 08:20,277.5745687136836,269.7301366217033,265.70887545172366,284.7702613703415
2022-06-01 08:30,278.1045120915695,271.30885472049766,268.96603262375396,291.68614602311953
2022-06-01 08:40,277.35651702554776,277.4773095875246,282.1047407560473,297.73176875740245
2022-06-01 08:50,274.3612011469847,289.3509864859955,295.84372556607906,300.8711950872604
2022-06-01 09:00,277.467285910095,293.71579480433843,301.264311782195,304.1346666491604
2022-06-01 09:10,290.68751484083003,295.4946874964324,303.65977117135236,305.89843370196206
2022-06-01 09:20,303.7749965559308,299.44853182199097,305.76736907988607,308.2518850378748
2022-06-01 09:30,316.70507963938013,306.0589272536794,309.7987262937178,311.6871454663581
2022-06-01 09:40,326.4207421852661,315.8417733369643,314.16421782378217,311.3119557780394
2022-06-01 09:50,333.92028406053186,326.1371978843919,323.13040149320307,310.0576204533492
2022-06-01 10:00,338.48140277526045,332.2502669872801,328.9476276474457,307.7708750211901
2022-06-01 10:10,342.3625158904884,337.62281250702677,333.8584343077575,303.0175760248788
2022-06-01 10:20,348.4643110943978,339.8346361566247,336.1137880473792,299.7860444383758
2022-06-01 10:30,350.96638452784924,342.8697413607848,337.219185507156,297.88519257438
2022-06-01 10:40,352.94618145389984,343.6786451315318,336.2996449204916,295.70199223435554
2022-06-01 10:50,353.4783731381784,341.6234307627893,334.18430440800887,295.35627462142656
2022-06-01 11:00,350.7905509699497,337.6066048226246,329.53836017950783,298.3812184626284
2022-06-01 11:10,345.72716440551864,333.27493104035796,325.01213749496986,300.8867916637604
2022-06-01 11:20,337.23025029016947,327.36843588874086,320.5302746939505,303.9541121512978
2022-06-01 11:30,328.8250887893946,321.15155585654077,317.3494287831068,305.88272679076834
